City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,tofol,5.3248,163.0078,28.12,72,100,1.03,FM,1694970146
361,hamilton,39.1834,-84.5333,24.85,59,0,2.57,US,1694970147
362,coyhaique,-45.5752,-72.0662,4.09,82,87,2.68,CL,1694970090
363,aleksandrovsk-sakhalinskiy,50.8975,142.1561,9.66,89,100,3.22,RU,1694970147
364,bataipora,-22.2953,-53.2711,37.89,20,0,3.98,BR,1694970147
365,karatas,36.582,35.3701,27.08,65,0,4.5,TR,1694970147
366,gemena,3.25,19.7667,20.85,99,100,0.69,CD,1694970147
367,nova vicosa,-17.8919,-39.3719,26.77,61,25,4.89,BR,1694970147
368,gamba,-2.65,10.0,24.3,82,99,3.85,GA,1694970080
369,calvinia,-31.4707,19.776,13.58,42,0,2.3,ZA,1694970148
370,kribi,2.95,9.9167,23.88,94,100,2.88,CM,1694970148
371,oltinko'l,40.8011,72.1634,24.65,28,80,1.25,UZ,1694970148
372,kristiansund,63.1115,7.732,12.36,62,0,0.0,NO,1694970148
373,mandera,3.9366,41.867,32.82,32,100,6.15,KE,1694970148
374,relizane,35.7373,0.556,25.68,65,72,7.38,DZ,1694970014
375,vargem grande,-3.5431,-43.9158,38.72,23,3,2.32,BR,1694970149
376,swakopmund,-22.6833,14.5333,14.43,77,15,1.34,NA,1694970149
377,prince rupert,54.3161,-130.3201,13.05,94,100,3.6,CA,1694970149
378,vila franca do campo,37.7167,-25.4333,22.71,99,96,5.32,PT,1694970149
379,tangzhai,34.4328,116.5911,23.02,69,55,3.13,CN,1694970149
380,evinayong,1.4368,10.5512,20.83,99,100,0.81,GQ,1694970149
381,mongagua,-24.0931,-46.6208,28.57,53,2,1.93,BR,1694970149
382,reguiba,33.5639,6.7033,37.07,15,0,4.51,DZ,1694970150
383,thinadhoo,0.5333,72.9333,27.91,79,12,6.58,MV,1694970150
384,coari,-4.085,-63.1414,38.64,27,61,1.43,BR,1694970150
385,omis,43.4447,16.6886,26.96,66,48,2.38,HR,1694969996
386,atafu village,-8.5421,-172.5159,28.2,80,17,6.64,TK,1694970150
387,san pedro pochutla,15.7333,-96.4667,33.17,56,68,2.26,MX,1694970150
388,twon-brass,4.3151,6.2418,26.31,84,100,5.0,NG,1694970150
389,kupang,-10.1667,123.5833,25.32,78,14,3.6,ID,1694970151
390,altai,46.3722,96.2583,1.47,91,64,2.2,MN,1694970151
391,alvarado,18.7667,-95.7667,29.31,70,51,1.99,MX,1694970151
392,vernal,40.4555,-109.5287,19.25,33,0,2.57,US,1694970151
393,ostersund,63.1792,14.6357,10.25,62,0,1.79,SE,1694970151
394,tadine,-21.55,167.8833,20.7,87,60,6.94,NC,1694970151
395,haimen,23.1935,116.6142,25.68,88,4,1.4,CN,1694970151
396,kayangel,8.0823,134.7173,27.79,75,97,2.26,PW,1694970152
397,neryungri,56.6709,124.6491,0.6,72,70,0.86,RU,1694970152
398,mizdah,31.4451,12.9801,30.03,15,0,4.88,LY,1694970152
399,khovd,48.0056,91.6419,9.69,66,94,1.03,MN,1694970152
400,hobyo,5.3505,48.5268,25.41,82,98,11.83,SO,1694970152
401,corner brook,48.9667,-57.9484,23.09,92,96,6.55,CA,1694969920
402,margate,51.3813,1.3862,21.84,83,92,1.34,GB,1694970078
403,mount pearl,47.5166,-52.7813,25.18,83,88,3.58,CA,1694970136
404,boda,4.3189,17.4695,21.21,96,93,1.71,CF,1694970153
405,floro,61.5996,5.0328,17.04,67,0,0.0,NO,1694970153
406,yeniseysk,58.4497,92.1703,10.53,88,15,0.45,RU,1694970153
407,ta`u,-14.2336,-169.5144,26.63,83,86,8.63,AS,1694970153
408,northam,51.0333,-4.2167,18.12,96,91,4.33,GB,1694970153
409,tolanaro,-25.0319,46.9987,21.65,85,0,3.47,MG,1694970153
410,san rafael,-34.6177,-68.3301,13.92,28,5,6.24,AR,1694970153
411,madang,-5.2246,145.7966,24.38,83,100,0.66,PG,1694970154
412,gamay,12.3854,125.2979,26.03,88,57,1.28,PH,1694970154
413,totness,5.8833,-56.3167,33.28,50,89,4.41,SR,1694970154
414,fortaleza,-3.7227,-38.5247,31.07,48,0,7.2,BR,1694969929
415,huaihua,27.5494,109.9592,24.96,82,80,1.33,CN,1694970154
416,karuri,-0.7,37.1833,24.33,47,48,3.77,KE,1694970155
417,tete,-16.1564,33.5867,33.42,16,0,2.45,MZ,1694970155
418,dori,14.0354,-0.0345,35.73,35,91,3.13,BF,1694970155
419,haiku-pauwela,20.9219,-156.3051,24.47,84,15,3.13,US,1694970155
420,mogocha,53.7333,119.7667,7.08,94,100,1.32,RU,1694970156
421,san juan bautista,-14.0108,-75.7358,28.86,42,64,4.94,PE,1694970156
422,mar del plata,-38.0023,-57.5575,15.05,71,0,4.63,AR,1694969410
423,padang,-0.9492,100.3543,24.03,88,96,1.81,ID,1694970156
424,nantucket,41.2835,-70.0995,25.03,67,0,6.17,US,1694970156
425,quelimane,-17.8786,36.8883,26.97,74,0,6.69,MZ,1694970156
426,myrina,39.8797,25.0742,23.58,69,20,3.09,GR,1694970157
427,okhotsk,59.3833,143.3,5.39,67,5,6.29,RU,1694970141
428,aykhal,66.0,111.5,-6.07,99,59,2.4,RU,1694970157
429,carnarvon,-24.8667,113.6333,18.81,78,89,12.03,AU,1694970157
430,egilsstadir,65.2653,-14.3948,11.95,82,100,3.6,IS,1694970158
431,chinde,26.8418,88.0763,19.53,83,11,2.31,NP,1694970158
432,goba,7.0167,39.9833,13.45,77,98,2.41,ET,1694970158
433,tumbotino,55.9993,43.0236,11.26,68,16,2.24,RU,1694970158
434,beaufort,5.3473,115.7455,24.2,96,100,1.2,MY,1694970154
435,kuqa,41.7278,82.9364,21.96,33,26,2.84,CN,1694970159
436,kostroma,57.7708,40.9344,11.06,62,99,3.93,RU,1694970103
437,askoy,60.4092,5.226,15.16,72,0,1.54,NO,1694970151
438,howrah,22.5892,88.3103,31.0,79,20,2.57,IN,1694970159
439,bilokurakyne,49.5341,38.7307,20.21,37,71,2.17,UA,1694970159
440,uglegorsk,49.0833,142.0333,14.44,89,100,2.28,RU,1694970159
441,port moresby,-9.4431,147.1797,21.02,85,68,3.53,PG,1694970160
442,happy valley-goose bay,53.3168,-60.3315,12.17,94,100,9.26,CA,1694970160
443,wanning,18.8003,110.3967,26.97,87,100,1.59,CN,1694970161
444,nizhniy lomov,53.5304,43.6766,13.94,74,2,2.05,RU,1694970161
445,upington,-28.4478,21.2561,17.54,17,1,4.14,ZA,1694970042
446,longboat key,27.4125,-82.659,33.47,41,0,4.12,US,1694970161
447,inyati,-19.6756,28.8469,25.5,24,3,6.31,ZW,1694970161
448,kish,26.5578,54.0194,31.78,75,9,3.6,IR,1694970162
449,n'zeto,-7.2312,12.8666,23.88,84,88,3.95,AO,1694970162
450,quibdo,5.6947,-76.6611,30.86,67,98,1.79,CO,1694970162
451,fort bragg,35.139,-79.006,26.01,69,20,3.09,US,1694970095
452,gulf breeze,30.3571,-87.1639,31.17,78,75,3.6,US,1694970162
453,vernon,50.2581,-119.2691,23.12,50,54,1.34,CA,1694970162
454,rancho palos verdes,33.7445,-118.387,21.41,91,100,2.06,US,1694970162
455,klaksvik,62.2266,-6.589,11.51,91,71,10.06,FO,1694970050
456,paczkow,50.464,17.0066,22.27,67,33,2.03,PL,1694970163
457,simcoe,42.8334,-80.2997,21.66,49,93,1.91,CA,1694970163
458,kidal,18.4411,1.4078,39.29,16,40,3.97,ML,1694970163
459,dobre miasto,53.9867,20.3975,19.69,67,59,2.31,PL,1694970164
460,tabou,4.423,-7.3528,26.4,81,66,4.58,CI,1694970164
461,khash,28.2211,61.2158,24.97,16,6,2.81,IR,1694970164
462,presque isle,46.6811,-68.0159,22.24,51,0,7.2,US,1694970164
463,neftegorsk,52.802,51.166,17.98,55,100,3.22,RU,1694970164
464,borrazopolis,-23.9411,-51.5875,33.98,23,0,3.88,BR,1694970164
465,hotan,37.0997,79.9269,24.57,20,79,3.37,CN,1694970165
466,homer,59.6425,-151.5483,8.21,96,100,2.56,US,1694970165
467,bikenibeu village,1.3673,173.1241,25.98,94,75,1.03,KI,1694970165
468,laela,-8.5667,32.05,24.63,24,31,0.38,TZ,1694970165
469,guatrache,-37.6678,-63.5302,14.33,27,80,7.18,AR,1694970165
470,catio,11.2833,-15.25,29.13,68,70,3.81,GW,1694970165
471,wenling,28.3669,121.36,24.75,90,5,1.07,CN,1694970022
472,san juan del sur,11.2529,-85.8705,29.63,69,61,6.87,NI,1694970165
473,kargil,34.5667,76.1,14.77,44,18,2.97,IN,1694970165
474,chui,-33.6971,-53.4616,18.17,82,62,5.18,UY,1694970116
475,akjoujt,19.6969,-14.4164,33.84,33,96,4.55,MR,1694970166
476,ninghai,29.2892,121.4247,24.0,94,15,0.71,CN,1694970166
477,san patricio,28.017,-97.5169,32.31,49,46,3.71,US,1694970166
478,karratha,-20.7377,116.8463,23.57,68,54,4.93,AU,1694970166
479,khor,47.8861,134.9464,12.33,88,44,1.57,RU,1694970071
480,loanda,-8.8368,13.2343,24.0,78,20,4.63,AO,1694969901
481,wloclawek,52.6482,19.0678,23.62,50,81,3.15,PL,1694970057
482,nar'yan-mar,67.6713,53.087,4.83,80,10,3.28,RU,1694970153
483,rabo de peixe,37.8,-25.5833,22.21,99,40,6.69,PT,1694970116
484,manismata,-2.4667,111.0333,23.31,97,98,1.58,ID,1694970167
485,siwa oasis,29.2041,25.5195,32.52,24,0,3.15,EG,1694970167
486,ardabil,38.2498,48.2933,12.75,88,75,8.75,IR,1694969890
487,quatre cocos,-20.2078,57.7625,23.94,76,25,5.91,MU,1694970167
488,diu,20.7141,70.9822,27.33,85,100,5.61,IN,1694970167
489,magadan,59.5667,150.8,5.44,75,42,4.21,RU,1694970168
490,slawno,54.3628,16.6789,18.61,74,87,4.94,PL,1694970168
491,bahia blanca,-38.7196,-62.2724,13.23,22,99,1.34,AR,1694970013
492,harstad,68.799,16.5293,8.66,87,97,7.15,NO,1694969601
493,island harbour,50.724,-1.2758,20.64,93,60,4.02,GB,1694970168
494,tupiza,-21.45,-65.7167,27.1,5,2,6.94,BO,1694970168
495,imperatriz,-5.5264,-47.4917,35.03,43,40,3.09,BR,1694969890
496,mount isa,-20.7333,139.5,13.87,44,0,2.57,AU,1694970169
497,ad dabbah,18.05,30.95,36.96,13,9,4.41,SD,1694970169
498,contes,43.8128,7.3144,26.36,77,20,6.17,FR,1694970169
499,babolsar,36.7025,52.6576,22.18,67,15,1.24,IR,1694970169
500,lazaro cardenas,17.9583,-102.2,27.82,76,99,1.47,MX,1694970169
501,igarka,67.4667,86.5833,4.97,72,100,3.27,RU,1694970169
502,sola,-13.8833,167.55,25.58,80,78,8.34,VU,1694970170
503,taoudenni,22.6783,-3.9836,43.26,12,15,6.09,ML,1694970170
504,bougouni,11.417,-7.479,26.72,77,66,4.29,ML,1694970170
505,tahe,52.3333,124.7333,7.35,99,100,0.47,CN,1694970170
506,sept-iles,50.2001,-66.3821,18.92,73,100,3.13,CA,1694970170
507,subaykhan,34.8544,40.6083,33.13,18,0,4.43,SY,1694970170
508,griffith,41.5284,-87.4237,18.36,90,100,2.57,US,1694970170
509,sherbakul',54.6316,72.3963,14.49,67,94,2.06,RU,1694970170
510,sinop,41.7711,34.8709,13.93,80,79,1.94,TR,1694970170
511,dodoma,-6.1722,35.7395,27.95,34,20,7.72,TZ,1694969919
512,namtsy,62.7161,129.6658,1.96,67,100,1.32,RU,1694970171
513,dwarka,22.2394,68.9678,27.75,83,100,6.96,IN,1694970171
514,marang,5.2056,103.2059,25.55,89,73,2.56,MY,1694970171
515,kasongo-lunda,-6.4667,16.8167,29.59,48,88,1.61,CD,1694970171
516,revda,56.801,59.9303,14.35,70,92,0.9,RU,1694969588
517,vyazemskiy,47.5378,134.7525,13.1,86,41,1.39,RU,1694970171
518,banfora,10.6333,-4.7667,24.52,89,99,1.51,BF,1694970171
519,el bauga,18.262,33.9081,39.35,15,35,1.28,SD,1694970172
520,xinyuan,37.3,99.0,5.68,36,31,1.67,CN,1694970172
521,gaalkacyo,6.7697,47.4308,32.58,32,95,4.3,SO,1694970172
522,yeppoon,-23.1333,150.7333,15.88,66,12,5.38,AU,1694970172
523,vilyuysk,63.7553,121.6247,0.62,98,100,5.08,RU,1694970172
524,altay,47.8667,88.1167,9.21,64,63,1.61,CN,1694970173
525,katabu,-4.9333,122.5167,22.46,88,38,1.68,ID,1694970173
526,asau,46.4333,26.4,18.51,66,90,0.83,RO,1694970173
527,vlore,40.4667,19.4897,23.65,67,1,3.59,AL,1694970173
528,olyokminsk,60.3736,120.4264,7.03,81,99,3.82,RU,1694970173
529,kudahuvadhoo,2.6708,72.8944,28.42,77,75,6.16,MV,1694970173
530,okha,53.5739,142.9478,6.53,67,39,2.5,RU,1694970173
531,kodinsk,58.6881,99.1844,13.22,70,89,0.76,RU,1694970173
532,murrells inlet,33.551,-79.0414,28.49,76,75,7.2,US,1694970173
533,sai buri,6.7013,101.6168,26.1,87,43,2.08,TH,1694970173
534,rio gallegos,-51.6226,-69.2181,5.5,46,35,6.76,AR,1694970174
535,tangalle,6.024,80.7911,25.59,88,97,3.33,LK,1694970171
536,el banco,9.0011,-73.9758,35.69,45,80,1.2,CO,1694970174
537,lovington,32.944,-103.3485,24.07,58,64,2.35,US,1694970174
538,hunchun,42.8675,130.3581,15.11,97,29,0.38,CN,1694970054
539,north battleford,52.7834,-108.2847,24.11,14,0,5.63,CA,1694970174
540,teguise,29.0605,-13.564,25.12,44,20,8.75,ES,1694969952
541,tromso,69.6496,18.957,7.01,87,75,6.17,NO,1694970083
542,richfield,44.8833,-93.283,21.01,65,20,2.57,US,1694970175
543,arboletes,8.8505,-76.4269,30.18,69,100,2.56,CO,1694970175
544,san clemente,33.427,-117.612,21.49,89,95,0.45,US,1694970175
545,visby,57.6409,18.296,14.46,82,40,3.6,SE,1694970005
546,kwang binh,17.4833,106.6,26.5,90,100,1.2,VN,1694970175
547,clovis,36.8252,-119.7029,28.24,63,75,4.12,US,1694970176
548,lyantor,61.6195,72.1555,13.06,78,68,4.92,RU,1694970176
549,choibalsan,48.0667,114.5,6.43,86,99,1.76,MN,1694970176
550,general pinedo,-27.3167,-61.2833,37.21,36,2,0.89,AR,1694970176
551,porto novo,6.4965,2.6036,26.32,79,98,4.24,BJ,1694970176
552,la foa,-21.7108,165.8276,19.26,85,2,1.48,NC,1694970177
553,luderitz,-26.6481,15.1594,12.94,77,0,14.59,NA,1694970123
554,simplicio mendes,-7.8539,-41.9103,36.99,18,51,4.07,BR,1694970177
555,sao vicente,-23.9631,-46.3919,36.26,20,0,2.59,BR,1694970083
556,linhares,-19.3911,-40.0722,27.57,59,92,3.48,BR,1694970150
557,nago,26.5881,127.9761,25.81,84,97,2.6,JP,1694970177
558,meizhou,24.2977,116.1072,24.59,96,1,0.31,CN,1694970178
559,hithadhoo,-0.6,73.0833,28.07,79,60,7.39,MV,1694970178
560,aioun,16.6614,-9.6149,37.03,29,80,2.27,MR,1694970178
561,salem,11.65,78.1667,25.13,86,98,1.25,IN,1694970178
562,kolyshley,52.7005,44.5367,16.8,50,42,3.17,RU,1694970178
563,tessaoua,13.7574,7.9874,35.73,30,84,2.85,NE,1694970178
564,porto velho,-8.7619,-63.9039,34.03,46,0,2.06,BR,1694969724
565,brisas de zicatela,15.8369,-97.0419,31.29,51,0,1.54,MX,1694970179
566,cova figueira,14.8905,-24.2934,23.11,75,8,4.72,CV,1694970179
567,dalian,38.9122,121.6022,21.96,83,0,1.0,CN,1694970099
568,aginskoye,51.1,114.53,7.31,86,100,2.33,RU,1694970179
569,sinjai,-5.1241,120.253,23.81,80,66,0.87,ID,1694970179
570,estherville,43.4016,-94.8328,19.18,61,0,3.09,US,1694970179
571,annandale,38.8304,-77.1964,22.88,79,75,4.12,US,1694970179
572,rehoboth,-23.3167,17.0833,23.78,11,0,1.77,NA,1694970180
573,naracoorte,-36.9579,140.7383,9.91,92,94,1.85,AU,1694970180
574,sao jeronimo,-29.9592,-51.7222,34.53,51,0,2.22,BR,1694969914
575,saint-philippe,-21.3585,55.7679,22.77,80,36,5.22,RE,1694970180
576,uaua,-9.8414,-39.4817,34.49,23,19,7.59,BR,1694970180
577,pyetrykaw,52.1289,28.4921,16.38,57,0,1.94,BY,1694970106
578,gondar,12.6,37.4667,15.44,86,88,2.1,ET,1694970181
579,corralillo,22.9819,-80.5856,32.45,54,5,3.94,CU,1694970181
580,codrington,-38.2667,141.9667,10.83,96,100,2.6,AU,1694970181
581,south hedland,-20.4089,118.5983,20.96,100,43,3.6,AU,1694970182
582,acapulco de juarez,16.8634,-99.8901,30.63,62,91,1.39,MX,1694970042
583,serhetabat,35.2799,62.3438,20.54,23,0,2.65,TM,1694970182
584,desaguadero,-16.5656,-69.0417,14.9,32,12,5.78,PE,1694970182
585,yendi,9.4427,-0.0099,22.14,98,100,1.28,GH,1694970183
586,bima,-8.4667,118.7167,22.19,87,19,1.61,ID,1694970183
587,carutapera,-1.195,-46.02,31.75,53,33,5.53,BR,1694970183
588,tughyl,47.7252,84.2063,15.65,56,7,3.01,KZ,1694970183
589,middelburg,-25.7751,29.4648,20.67,12,13,1.91,ZA,1694970006
590,yatou,37.15,122.3833,20.32,92,0,2.57,CN,1694970053
591,walvis bay,-22.9575,14.5053,15.61,87,9,1.76,NA,1694970114
592,tambopata,-12.7333,-69.1833,36.04,34,4,2.45,PE,1694970184
593,novopokrovskaya,45.9514,40.7006,18.73,44,82,4.11,RU,1694970184
594,aracuai,-16.8497,-42.0703,34.94,27,19,3.81,BR,1694970184
595,bandarbeyla,9.4942,50.8122,25.41,82,30,13.51,SO,1694970184
596,kishtwar,33.3167,75.7667,17.72,89,2,1.25,IN,1694970184
597,gokwe,-18.2048,28.9349,25.75,16,0,1.25,ZW,1694970185
598,salekhard,66.53,66.6019,5.28,89,97,6.44,RU,1694970185
599,portland,45.5234,-122.6762,18.31,69,100,2.24,US,1694969950
600,tanumah,27.1,44.1333,34.48,12,33,3.65,SA,1694970185
601,sambava,-14.2667,50.1667,23.06,82,60,4.09,MG,1694970185
602,oum hadjer,13.2954,19.6966,33.69,32,21,3.26,TD,1694970185
603,krasnoyarskaya,47.6501,42.0443,18.52,60,70,2.45,RU,1694970186
604,dryden,49.7833,-92.7503,16.18,46,2,1.87,CA,1694970186
605,torata,-17.0769,-70.8433,22.86,14,14,6.03,PE,1694970186
606,pont rouge,48.8833,-72.0825,21.03,52,51,3.76,CA,1694970186
607,hilo,19.7297,-155.09,22.57,95,75,2.57,US,1694970187
608,papao,-17.75,-149.55,23.82,84,11,4.68,PF,1694970187
